id,date,home_team_score,period,postseason,season,status,time,visitor_team_score,home_team.id,home_team.abbreviation,home_team.city,home_team.conference,home_team.division,home_team.full_name,home_team.name,visitor_team.id,visitor_team.abbreviation,visitor_team.city,visitor_team.conference,visitor_team.division,visitor_team.full_name,visitor_team.name
3047,1997-12-05T00:00:00.000Z,94,4,FALSE,1997,Final, ,77,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
3048,1997-12-06T00:00:00.000Z,79,4,FALSE,1997,Final, ,58,13,LAC,LA,West,Pacific,LA Clippers,Clippers,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
3049,1997-12-07T00:00:00.000Z,83,4,FALSE,1997,Final, ,93,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
3050,1997-12-09T00:00:00.000Z,92,4,FALSE,1997,Final, ,99,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,13,LAC,LA,West,Pacific,LA Clippers,Clippers
3051,1997-12-09T00:00:00.000Z,113,4,FALSE,1997,Final, ,101,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
3052,1997-12-10T00:00:00.000Z,97,4,FALSE,1997,Final, ,104,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
3053,1997-12-10T00:00:00.000Z,93,4,FALSE,1997,Final, ,92,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
3054,1997-12-11T00:00:00.000Z,107,4,FALSE,1997,Final, ,103,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
3055,1997-12-11T00:00:00.000Z,94,4,FALSE,1997,Final, ,78,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
3056,1991-02-02T00:00:00.000Z,92,4,FALSE,1990,Final, ,78,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
3057,1991-04-10T00:00:00.000Z,100,4,FALSE,1990,Final, ,105,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
3058,1991-04-11T00:00:00.000Z,104,4,FALSE,1990,Final, ,96,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
3059,1991-04-12T00:00:00.000Z,112,4,FALSE,1990,Final, ,108,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
3060,1991-04-12T00:00:00.000Z,111,4,FALSE,1990,Final, ,110,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
3061,1991-04-13T00:00:00.000Z,97,4,FALSE,1990,Final, ,91,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
3062,1991-04-14T00:00:00.000Z,125,4,FALSE,1990,Final, ,107,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
3063,1991-04-16T00:00:00.000Z,118,4,FALSE,1990,Final, ,153,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
3064,1991-04-16T00:00:00.000Z,92,4,FALSE,1990,Final, ,87,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,16,MIA,Miami,East,Southeast,Miami Heat,Heat
3065,1991-04-17T00:00:00.000Z,101,4,FALSE,1990,Final, ,111,16,MIA,Miami,East,Southeast,Miami Heat,Heat,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
3066,1991-04-18T00:00:00.000Z,123,4,FALSE,1990,Final, ,104,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
3067,1991-04-19T00:00:00.000Z,104,4,FALSE,1990,Final, ,93,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
3068,1991-04-19T00:00:00.000Z,114,4,FALSE,1990,Final, ,100,16,MIA,Miami,East,Southeast,Miami Heat,Heat,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
3069,1991-04-21T00:00:00.000Z,105,4,FALSE,1990,Final, ,117,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
3070,1991-12-17T00:00:00.000Z,119,4,FALSE,1991,Final, ,105,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
3071,1991-12-18T00:00:00.000Z,105,4,FALSE,1991,Final, ,107,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
3072,1991-12-20T00:00:00.000Z,99,4,FALSE,1991,Final, ,107,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
3073,1991-12-21T00:00:00.000Z,117,4,FALSE,1991,Final, ,103,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
3074,1991-12-23T00:00:00.000Z,91,4,FALSE,1991,Final, ,97,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
3075,1991-12-26T00:00:00.000Z,94,4,FALSE,1991,Final, ,111,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
3076,1991-12-27T00:00:00.000Z,106,4,FALSE,1991,Final, ,94,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
3077,1991-12-28T00:00:00.000Z,97,4,FALSE,1991,Final, ,90,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
3078,1991-12-30T00:00:00.000Z,86,4,FALSE,1991,Final, ,97,13,LAC,LA,West,Pacific,LA Clippers,Clippers,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
3079,1992-01-02T00:00:00.000Z,123,4,FALSE,1991,Final, ,105,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
3080,1992-01-04T00:00:00.000Z,140,4,FALSE,1991,Final, ,121,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
3081,1992-01-07T00:00:00.000Z,98,4,FALSE,1991,Final, ,113,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
3082,1992-01-08T00:00:00.000Z,135,4,FALSE,1991,Final, ,114,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
3083,1992-01-08T00:00:00.000Z,103,4,FALSE,1991,Final, ,97,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
3084,1992-01-10T00:00:00.000Z,102,4,FALSE,1991,Final, ,90,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,13,LAC,LA,West,Pacific,LA Clippers,Clippers
3085,1992-01-11T00:00:00.000Z,85,4,FALSE,1991,Final, ,96,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
3086,1992-01-14T00:00:00.000Z,93,4,FALSE,1991,Final, ,88,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
3087,1992-01-15T00:00:00.000Z,91,4,FALSE,1991,Final, ,96,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
3088,1992-01-16T00:00:00.000Z,94,4,FALSE,1991,Final, ,102,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,16,MIA,Miami,East,Southeast,Miami Heat,Heat
3089,1992-01-17T00:00:00.000Z,120,4,FALSE,1991,Final, ,127,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
3090,1992-01-18T00:00:00.000Z,119,4,FALSE,1991,Final, ,113,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
3091,1992-01-20T00:00:00.000Z,121,4,FALSE,1991,Final, ,106,16,MIA,Miami,East,Southeast,Miami Heat,Heat,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
3092,1992-01-21T00:00:00.000Z,131,4,FALSE,1991,Final, ,92,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
3093,1992-01-22T00:00:00.000Z,119,4,FALSE,1991,Final, ,109,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
3094,1992-01-22T00:00:00.000Z,125,4,FALSE,1991,Final, ,112,16,MIA,Miami,East,Southeast,Miami Heat,Heat,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
3095,1992-01-23T00:00:00.000Z,109,4,FALSE,1991,Final, ,113,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
3096,1992-01-24T00:00:00.000Z,125,4,FALSE,1991,Final, ,117,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
3097,1992-01-25T00:00:00.000Z,107,4,FALSE,1991,Final, ,105,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
3098,1992-01-28T00:00:00.000Z,87,4,FALSE,1991,Final, ,98,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
3099,1992-01-29T00:00:00.000Z,100,4,FALSE,1991,Final, ,110,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
3100,1992-01-31T00:00:00.000Z,115,4,FALSE,1991,Final, ,106,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
3101,1992-11-07T00:00:00.000Z,119,4,FALSE,1992,Final, ,121,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
3102,1992-11-08T00:00:00.000Z,114,4,FALSE,1992,Final, ,124,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
3103,1992-11-10T00:00:00.000Z,100,4,FALSE,1992,Final, ,89,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
3104,1992-11-11T00:00:00.000Z,98,4,FALSE,1992,Final, ,96,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
3105,1992-11-12T00:00:00.000Z,122,4,FALSE,1992,Final, ,126,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
3106,1992-11-13T00:00:00.000Z,115,4,FALSE,1992,Final, ,109,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
3107,1992-11-14T00:00:00.000Z,117,4,FALSE,1992,Final, ,84,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
3108,1992-11-14T00:00:00.000Z,95,4,FALSE,1992,Final, ,104,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,16,MIA,Miami,East,Southeast,Miami Heat,Heat
3109,1992-11-15T00:00:00.000Z,105,4,FALSE,1992,Final, ,102,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
3110,1992-11-17T00:00:00.000Z,106,4,FALSE,1992,Final, ,114,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
3111,1992-11-19T00:00:00.000Z,99,4,FALSE,1992,Final, ,92,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
3112,1992-11-21T00:00:00.000Z,95,4,FALSE,1992,Final, ,104,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
3127,1994-02-26T00:00:00.000Z,85,4,FALSE,1993,Final, ,95,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
3128,1994-02-27T00:00:00.000Z,100,4,FALSE,1993,Final, ,97,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
3129,1994-03-01T00:00:00.000Z,102,4,FALSE,1993,Final, ,99,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
3130,1994-03-01T00:00:00.000Z,114,4,FALSE,1993,Final, ,109,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,13,LAC,LA,West,Pacific,LA Clippers,Clippers
3131,1994-03-02T00:00:00.000Z,107,4,FALSE,1993,Final, ,131,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
3132,1994-03-04T00:00:00.000Z,109,4,FALSE,1993,Final, ,99,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
3133,1994-03-05T00:00:00.000Z,114,4,FALSE,1993,Final, ,98,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
3134,1994-03-08T00:00:00.000Z,97,4,FALSE,1993,Final, ,89,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
3135,1994-03-09T00:00:00.000Z,83,4,FALSE,1993,Final, ,90,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
3136,1994-03-11T00:00:00.000Z,83,4,FALSE,1993,Final, ,90,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
3137,1994-03-11T00:00:00.000Z,91,4,FALSE,1993,Final, ,97,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
3138,1994-03-12T00:00:00.000Z,111,4,FALSE,1993,Final, ,94,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
3139,1994-03-13T00:00:00.000Z,88,4,FALSE,1993,Final, ,90,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
3140,1994-03-14T00:00:00.000Z,107,4,FALSE,1993,Final, ,101,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
3141,1994-03-15T00:00:00.000Z,87,4,FALSE,1993,Final, ,89,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
3142,1994-03-16T00:00:00.000Z,100,4,FALSE,1993,Final, ,98,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
3143,1994-03-17T00:00:00.000Z,99,4,FALSE,1993,Final, ,102,13,LAC,LA,West,Pacific,LA Clippers,Clippers,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
3144,1994-03-18T00:00:00.000Z,87,4,FALSE,1993,Final, ,84,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
3145,1994-03-22T00:00:00.000Z,117,4,FALSE,1993,Final, ,116,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
3146,1994-03-24T00:00:00.000Z,106,4,FALSE,1993,Final, ,123,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
3147,1994-03-25T00:00:00.000Z,83,4,FALSE,1993,Final, ,105,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
3148,1994-03-26T00:00:00.000Z,101,4,FALSE,1993,Final, ,112,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
3149,1994-03-27T00:00:00.000Z,95,4,FALSE,1993,Final, ,107,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
3150,1994-03-29T00:00:00.000Z,106,4,FALSE,1993,Final, ,101,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
3151,1994-03-29T00:00:00.000Z,115,4,FALSE,1993,Final, ,123,16,MIA,Miami,East,Southeast,Miami Heat,Heat,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
3152,1994-03-31T00:00:00.000Z,102,4,FALSE,1993,Final, ,117,13,LAC,LA,West,Pacific,LA Clippers,Clippers,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
3153,1994-04-01T00:00:00.000Z,102,4,FALSE,1993,Final, ,95,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
3154,1994-04-02T00:00:00.000Z,104,4,FALSE,1993,Final, ,96,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
3155,1994-04-05T00:00:00.000Z,105,4,FALSE,1993,Final, ,99,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
3156,1994-04-08T00:00:00.000Z,99,4,FALSE,1993,Final, ,78,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
3157,1994-04-09T00:00:00.000Z,112,4,FALSE,1993,Final, ,104,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
3158,1994-04-11T00:00:00.000Z,99,4,FALSE,1993,Final, ,97,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,16,MIA,Miami,East,Southeast,Miami Heat,Heat
3159,1994-04-12T00:00:00.000Z,107,4,FALSE,1993,Final, ,108,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
3160,1994-04-15T00:00:00.000Z,85,4,FALSE,1993,Final, ,88,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
3161,1994-04-16T00:00:00.000Z,90,4,FALSE,1993,Final, ,91,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
3162,1994-04-17T00:00:00.000Z,110,4,FALSE,1993,Final, ,119,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
3163,1994-04-19T00:00:00.000Z,120,4,FALSE,1993,Final, ,112,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
3164,1994-04-22T00:00:00.000Z,107,4,FALSE,1993,Final, ,95,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
3165,1994-04-23T00:00:00.000Z,126,4,FALSE,1993,Final, ,91,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
3166,1994-04-24T00:00:00.000Z,97,4,FALSE,1993,Final, ,103,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
3167,1994-04-24T00:00:00.000Z,116,4,FALSE,1993,Final, ,102,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
3168,1995-01-21T00:00:00.000Z,89,4,FALSE,1994,Final, ,84,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
3169,1995-01-22T00:00:00.000Z,111,4,FALSE,1994,Final, ,110,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
3170,1995-01-23T00:00:00.000Z,116,4,FALSE,1994,Final, ,111,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
3171,1995-01-24T00:00:00.000Z,102,4,FALSE,1994,Final, ,104,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
3172,1995-01-25T00:00:00.000Z,98,4,FALSE,1994,Final, ,107,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,13,LAC,LA,West,Pacific,LA Clippers,Clippers
3173,1995-01-26T00:00:00.000Z,87,4,FALSE,1994,Final, ,74,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,13,LAC,LA,West,Pacific,LA Clippers,Clippers
3174,1995-01-28T00:00:00.000Z,84,4,FALSE,1994,Final, ,87,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
3175,1995-11-18T00:00:00.000Z,101,4,FALSE,1995,Final, ,97,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
3176,1996-02-16T00:00:00.000Z,113,4,FALSE,1995,Final, ,95,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
3177,1996-02-17T00:00:00.000Z,100,4,FALSE,1995,Final, ,96,13,LAC,LA,West,Pacific,LA Clippers,Clippers,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
3178,1996-02-18T00:00:00.000Z,90,4,FALSE,1995,Final, ,93,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
3179,1996-02-19T00:00:00.000Z,98,4,FALSE,1995,Final, ,94,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
3180,1996-02-21T00:00:00.000Z,110,4,FALSE,1995,Final, ,113,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
3181,1996-02-23T00:00:00.000Z,88,4,FALSE,1995,Final, ,114,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
3182,1996-02-24T00:00:00.000Z,86,4,FALSE,1995,Final, ,80,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,13,LAC,LA,West,Pacific,LA Clippers,Clippers
3183,1996-02-25T00:00:00.000Z,101,4,FALSE,1995,Final, ,106,13,LAC,LA,West,Pacific,LA Clippers,Clippers,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
3184,1996-02-27T00:00:00.000Z,92,4,FALSE,1995,Final, ,80,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
3185,1996-02-28T00:00:00.000Z,115,4,FALSE,1995,Final, ,93,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
3186,1996-02-29T00:00:00.000Z,86,4,FALSE,1995,Final, ,95,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
3187,1996-03-01T00:00:00.000Z,105,4,FALSE,1995,Final, ,101,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
3188,1996-03-02T00:00:00.000Z,92,4,FALSE,1995,Final, ,103,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
3189,1996-03-03T00:00:00.000Z,89,4,FALSE,1995,Final, ,87,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,16,MIA,Miami,East,Southeast,Miami Heat,Heat
3190,1996-03-05T00:00:00.000Z,113,4,FALSE,1995,Final, ,72,16,MIA,Miami,East,Southeast,Miami Heat,Heat,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
3191,1996-03-05T00:00:00.000Z,108,4,FALSE,1995,Final, ,95,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
3192,1991-02-03T00:00:00.000Z,99,4,FALSE,1990,Final, ,86,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
